Chromosome1: Chr1 (1-230218)
Chromosome, Start, End,   D, Name, 
Chromosome2: Chr2 (1-813184)
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr4,1025070,1030049,gene-YDR283C,GCN2,Gene,GCN2,protein_coding,YDR283C
Chr4,1030550,1031419,gene-YDR284C,DPP1,Gene,DPP1,protein_coding,YDR284C
Chr4,1032436,1035063,gene-YDR285W,ZIP1,Gene,ZIP1,protein_coding,YDR285W
Chr4,1035231,1035575,gene-YDR286C,MGP12,Gene,MGP12,protein_coding,YDR286C
Chr4,1035995,1036873,gene-YDR287W,INM2,Gene,INM2,protein_coding,YDR287W
Chr4,1037195,1038106,gene-YDR288W,NSE3,Gene,NSE3,protein_coding,YDR288W
Chr4,1038280,1039509,gene-YDR289C,RTT103,Gene,RTT103,protein_coding,YDR289C
Chr4,1039728,1042961,gene-YDR291W,HRQ1,Gene,HRQ1,protein_coding,YDR291W
Chr4,1043146,1045011,gene-YDR292C,SRP101,Gene,SRP101,protein_coding,YDR292C
Chr4,1045640,1049392,gene-YDR293C,SSD1,Gene,SSD1,protein_coding,YDR293C
Chr4,1050459,1052228,gene-YDR294C,DPL1,Gene,DPL1,protein_coding,YDR294C
Chr4,1052623,1054647,gene-YDR295C,HDA2,Gene,HDA2,protein_coding,YDR295C
Chr4,1055212,1055892,gene-YDR296W,MHR1,Gene,MHR1,protein_coding,YDR296W
Chr4,1056551,1057600,gene-YDR297W,SUR2,Gene,SUR2,protein_coding,YDR297W
Chr4,1058176,1058814,gene-YDR298C,ATP5,Gene,ATP5,protein_coding,YDR298C
Chr4,1059627,1061231,gene-YDR299W,BFR2,Gene,BFR2,protein_coding,YDR299W
Chr4,1061505,1062791,gene-YDR300C,PRO1,Gene,PRO1,protein_coding,YDR300C
Chr4,1063352,1067425,gene-YDR301W,CFT1,Gene,CFT1,protein_coding,YDR301W
Chr4,1067731,1068390,gene-YDR302W,GPI11,Gene,GPI11,protein_coding,YDR302W
Chr4,1068729,1071386,gene-YDR303C,RSC3,Gene,RSC3,protein_coding,YDR303C
Chr4,1071880,1072557,gene-YDR304C,CPR5,Gene,CPR5,protein_coding,YDR304C
Chr4,1072746,1073488,gene-YDR305C,HNT2,Gene,HNT2,protein_coding,YDR305C
Chr4,1073735,1075171,gene-YDR306C,PFU1,Gene,PFU1,protein_coding,YDR306C
Chr4,1075472,1075544,gene-YNCD0022C,YNCD0022C,Gene, ,tRNA,YNCD0022C
Chr4,1075865,1077853,gene-YDR307W,PMT7,Gene,PMT7,protein_coding,YDR307W
Chr4,1078027,1078449,gene-YDR308C,SRB7,Gene,SRB7,protein_coding,YDR308C
Chr4,1079048,1080199,gene-YDR309C,GIC2,Gene,GIC2,protein_coding,YDR309C
Chr4,1081128,1084316,gene-YDR310C,SUM1,Gene,SUM1,protein_coding,YDR310C
Chr4,1085065,1086993,gene-YDR311W,TFB1,Gene,TFB1,protein_coding,YDR311W
Chr4,1087581,1088942,gene-YDR312W,SSF2,Gene,SSF2,protein_coding,YDR312W
Chr4,1089219,1090079,gene-YDR313C,PIB1,Gene,PIB1,protein_coding,YDR313C
Chr4,1090433,1092511,gene-YDR314C,RAD34,Gene,RAD34,protein_coding,YDR314C
Chr4,1092741,1093586,gene-YDR315C,IPK1,Gene,IPK1,protein_coding,YDR315C
Chr4,1093763,1095178,gene-YDR316W,OMS1,Gene,OMS1,protein_coding,YDR316W
Chr4,1095370,1095461,gene-YNCD0023C,YNCD0023C,Gene, ,tRNA,YNCD0023C
Chr4,1096064,1101332,gene-YDR316W-B,YDR316W-B,Gene, ,protein_coding,YDR316W-B
Chr4,1096064,1097386,gene-YDR316W-A,YDR316W-A,Gene, ,protein_coding,YDR316W-A
Chr4,1102184,1103428,gene-YDR317W,HIM1,Gene,HIM1,protein_coding,YDR317W
Chr4,1103758,1104947,gene-YDR318W,MCM21,Gene,MCM21,protein_coding,YDR318W
Chr4,1105003,1105827,gene-YDR319C,YFT2,Gene,YFT2,protein_coding,YDR319C
Chr4,1106095,1108101,gene-YDR320C,SWA2,Gene,SWA2,protein_coding,YDR320C
Chr4,1108280,1108498,gene-YDR320C-A,DAD4,Gene,DAD4,protein_coding,YDR320C-A
Chr4,1108702,1109847,gene-YDR321W,ASP1,Gene,ASP1,protein_coding,YDR321W
Chr4,1110589,1111692,gene-YDR322W,MRPL35,Gene,MRPL35,protein_coding,YDR322W
Chr4,1112003,1112293,gene-YDR322C-A,TIM11,Gene,TIM11,protein_coding,YDR322C-A
Chr4,1112480,1114027,gene-YDR323C,PEP7,Gene,PEP7,protein_coding,YDR323C
Chr4,1114433,1116763,gene-YDR324C,UTP4,Gene,UTP4,protein_coding,YDR324C
Chr4,1117126,1120233,gene-YDR325W,YCG1,Gene,YCG1,protein_coding,YDR325W
Chr4,1120609,1124925,gene-YDR326C,YSP2,Gene,YSP2,protein_coding,YDR326C
Chr4,1125434,1126018,gene-YDR328C,SKP1,Gene,SKP1,protein_coding,YDR328C
Chr4,1126270,1127595,gene-YDR329C,PEX3,Gene,PEX3,protein_coding,YDR329C
Chr4,1127872,1129374,gene-YDR330W,UBX5,Gene,UBX5,protein_coding,YDR330W
Chr4,1129588,1130823,gene-YDR331W,GPI8,Gene,GPI8,protein_coding,YDR331W
Chr4,1131001,1133070,gene-YDR332W,IRC3,Gene,IRC3,protein_coding,YDR332W
Chr4,1133260,1135431,gene-YDR333C,RQC1,Gene,RQC1,protein_coding,YDR333C
Chr4,1135932,1140476,gene-YDR334W,SWR1,Gene,SWR1,protein_coding,YDR334W
Chr4,1141168,1144842,gene-YDR335W,MSN5,Gene,MSN5,protein_coding,YDR335W
Chr4,1145092,1146036,gene-YDR336W,MRX8,Gene,MRX8,protein_coding,YDR336W
Chr4,1146319,1147179,gene-YDR337W,MRPS28,Gene,MRPS28,protein_coding,YDR337W
Chr4,1147379,1149466,gene-YDR338C,YDR338C,Gene, ,protein_coding,YDR338C
Chr4,1149951,1150520,gene-YDR339C,FCF1,Gene,FCF1,protein_coding,YDR339C
Chr4,1150842,1150941,gene-YNCD0024C,YNCD0024C,Gene, ,tRNA,YNCD0024C
Chr4,1151803,1153626,gene-YDR341C,YDR341C,Gene, ,protein_coding,YDR341C
Chr4,1154216,1155928,gene-YDR342C,HXT7,Gene,HXT7,protein_coding,YDR342C
Chr4,1159608,1161320,gene-YDR343C,HXT6,Gene,HXT6,protein_coding,YDR343C
Chr4,1162006,1162449,gene-YDR344C,YDR344C,Gene, ,protein_coding,YDR344C
Chr4,1162957,1164660,gene-YDR345C,HXT3,Gene,HXT3,protein_coding,YDR345C
Chr4,1167214,1168659,gene-YDR346C,SVF1,Gene,SVF1,protein_coding,YDR346C
Chr4,1169178,1170143,gene-YDR347W,MRP1,Gene,MRP1,protein_coding,YDR347W
Chr4,1170326,1171825,gene-YDR348C,PAL1,Gene,PAL1,protein_coding,YDR348C
Chr4,1172386,1174176,gene-YDR349C,YPS7,Gene,YPS7,protein_coding,YDR349C
Chr4,1175829,1175901,gene-YNCD0025W,EMT1,Gene,EMT1,tRNA,YNCD0025W
Chr4,1176120,1178174,gene-YDR350C,ATP22,Gene,ATP22,protein_coding,YDR350C
Chr4,1178666,1181260,gene-YDR351W,SBE2,Gene,SBE2,protein_coding,YDR351W
Chr4,1181801,1182754,gene-YDR352W,YPQ2,Gene,YPQ2,protein_coding,YDR352W
Chr4,1183299,1184258,gene-YDR353W,TRR1,Gene,TRR1,protein_coding,YDR353W
Chr4,1184747,1185889,gene-YDR354W,TRP4,Gene,TRP4,protein_coding,YDR354W
Chr4,1186107,1188941,gene-YDR356W,SPC110,Gene,SPC110,protein_coding,YDR356W
Chr4,1189199,1189567,gene-YDR357C,CNL1,Gene,CNL1,protein_coding,YDR357C
Chr4,1190059,1191732,gene-YDR358W,GGA1,Gene,GGA1,protein_coding,YDR358W
Chr4,1191936,1194884,gene-YDR359C,EAF1,Gene,EAF1,protein_coding,YDR359C
Chr4,1195412,1196263,gene-YDR361C,BCP1,Gene,BCP1,protein_coding,YDR361C
Chr4,1196679,1198697,gene-YDR362C,TFC6,Gene,TFC6,protein_coding,YDR362C
Chr4,1199183,1200553,gene-YDR363W,ESC2,Gene,ESC2,protein_coding,YDR363W
Chr4,1201750,1201822,gene-YNCD0026W,YNCD0026W,Gene, ,tRNA,YNCD0026W
Chr4,1202128,1202397,gene-YDR363W-A,SEM1,Gene,SEM1,protein_coding,YDR363W-A
Chr4,1202843,1204210,gene-YDR364C,CDC40,Gene,CDC40,protein_coding,YDR364C
Chr4,1204497,1206383,gene-YDR365C,ESF1,Gene,ESF1,protein_coding,YDR365C
Chr4,1206997,1212265,gene-YDR365W-B,YDR365W-B,Gene, ,protein_coding,YDR365W-B
Chr4,1206997,1208319,gene-YDR365W-A,YDR365W-A,Gene, ,protein_coding,YDR365W-A
Chr4,1212438,1212836,gene-YDR366C,MOR1,Gene,MOR1,protein_coding,YDR366C
Chr4,1212848,1213614,gene-YDR367W,KEI1,Gene,KEI1,protein_coding,YDR367W
Chr4,1213904,1214842,gene-YDR368W,YPR1,Gene,YPR1,protein_coding,YDR368W
Chr4,1215016,1217580,gene-YDR369C,XRS2,Gene,XRS2,protein_coding,YDR369C
Chr4,1217782,1219110,gene-YDR370C,DXO1,Gene,DXO1,protein_coding,YDR370C
Chr4,1219413,1220948,gene-YDR371W,CTS2,Gene,CTS2,protein_coding,YDR371W
Chr4,1221112,1222149,gene-YDR372C,VPS74,Gene,VPS74,protein_coding,YDR372C
Chr4,1222759,1223331,gene-YDR373W,FRQ1,Gene,FRQ1,protein_coding,YDR373W
Chr4,1223474,1224394,gene-YDR374C,PHO92,Gene,PHO92,protein_coding,YDR374C
Chr4,1224757,1225026,gene-YDR374W-A,WIP1,Gene,WIP1,protein_coding,YDR374W-A
Chr4,1225166,1226536,gene-YDR375C,BCS1,Gene,BCS1,protein_coding,YDR375C
Chr4,1226822,1228303,gene-YDR376W,ARH1,Gene,ARH1,protein_coding,YDR376W
Chr4,1228611,1228916,gene-YDR377W,ATP17,Gene,ATP17,protein_coding,YDR377W
Chr4,1229349,1229609,gene-YDR378C,LSM6,Gene,LSM6,protein_coding,YDR378C
Chr4,1230167,1233196,gene-YDR379W,RGA2,Gene,RGA2,protein_coding,YDR379W
Chr4,1233278,1233517,gene-YDR379C-A,SDH6,Gene,SDH6,protein_coding,YDR379C-A
Chr4,1234218,1236125,gene-YDR380W,ARO10,Gene,ARO10,protein_coding,YDR380W
Chr4,1236558,1238004,gene-YDR381W,YRA1,Gene,YRA1,protein_coding,YDR381W
Chr4,1238312,1238850,gene-YDR381C-A,COI1,Gene,COI1,protein_coding,YDR381C-A
Chr4,1239492,1239824,gene-YDR382W,RPP2B,Gene,RPP2B,protein_coding,YDR382W
Chr4,1239960,1240676,gene-YDR383C,NKP1,Gene,NKP1,protein_coding,YDR383C
Chr4,1241204,1242031,gene-YDR384C,ATO3,Gene,ATO3,protein_coding,YDR384C
Chr4,1243230,1245758,gene-YDR385W,EFT2,Gene,EFT2,protein_coding,YDR385W
Chr4,1246084,1247982,gene-YDR386W,MUS81,Gene,MUS81,protein_coding,YDR386W
Chr4,1248154,1249821,gene-YDR387C,CIN10,Gene,CIN10,protein_coding,YDR387C
Chr4,1250186,1251634,gene-YDR388W,RVS167,Gene,RVS167,protein_coding,YDR388W
Chr4,1252537,1254501,gene-YDR389W,SAC7,Gene,SAC7,protein_coding,YDR389W
Chr4,1254937,1256847,gene-YDR390C,UBA2,Gene,UBA2,protein_coding,YDR390C
Chr4,1257008,1257079,gene-YNCD0027C,SUF3,Gene,SUF3,tRNA,YNCD0027C
Chr4,1257358,1258056,gene-YDR391C,YDR391C,Gene, ,protein_coding,YDR391C
Chr4,1258696,1259709,gene-YDR392W,SPT3,Gene,SPT3,protein_coding,YDR392W
Chr4,1259901,1261271,gene-YDR393W,SHE9,Gene,SHE9,protein_coding,YDR393W
Chr4,1261681,1262967,gene-YDR394W,RPT3,Gene,RPT3,protein_coding,YDR394W
Chr4,1263324,1266158,gene-YDR395W,SXM1,Gene,SXM1,protein_coding,YDR395W
Chr4,1266366,1266898,gene-YDR397C,NCB2,Gene,NCB2,protein_coding,YDR397C
Chr4,1267471,1269402,gene-YDR398W,UTP5,Gene,UTP5,protein_coding,YDR398W
Chr4,1270068,1270733,gene-YDR399W,HPT1,Gene,HPT1,protein_coding,YDR399W
Chr4,1271063,1272085,gene-YDR400W,URH1,Gene,URH1,protein_coding,YDR400W
Chr4,1272234,1273703,gene-YDR402C,DIT2,Gene,DIT2,protein_coding,YDR402C
Chr4,1274602,1276212,gene-YDR403W,DIT1,Gene,DIT1,protein_coding,YDR403W
Chr4,1276654,1277169,gene-YDR404C,RPB7,Gene,RPB7,protein_coding,YDR404C
Chr4,1277646,1278437,gene-YDR405W,MRP20,Gene,MRP20,protein_coding,YDR405W
Chr4,1279210,1283799,gene-YDR406W,PDR15,Gene,PDR15,protein_coding,YDR406W
Chr4,1284069,1287938,gene-YDR407C,TRS120,Gene,TRS120,protein_coding,YDR407C
Chr4,1288215,1288859,gene-YDR408C,ADE8,Gene,ADE8,protein_coding,YDR408C
Chr4,1289406,1292120,gene-YDR409W,SIZ1,Gene,SIZ1,protein_coding,YDR409W
Chr4,1292372,1293091,gene-YDR410C,STE14,Gene,STE14,protein_coding,YDR410C
Chr4,1293369,1294394,gene-YDR411C,DFM1,Gene,DFM1,protein_coding,YDR411C
Chr4,1294693,1295400,gene-YDR412W,RRP17,Gene,RRP17,protein_coding,YDR412W
Chr4,1295598,1296686,gene-YDR414C,ERD1,Gene,ERD1,protein_coding,YDR414C
Chr4,1297037,1298161,gene-YDR415C,YDR415C,Gene, ,protein_coding,YDR415C
Chr4,1298432,1301011,gene-YDR416W,SYF1,Gene,SYF1,protein_coding,YDR416W
Chr4,1301616,1302113,gene-YDR418W,RPL12B,Gene,RPL12B,protein_coding,YDR418W
Chr4,1303174,1305072,gene-YDR419W,RAD30,Gene,RAD30,protein_coding,YDR419W
Chr4,1305630,1305712,gene-YNCD0028W,YNCD0028W,Gene, ,tRNA,YNCD0028W
Chr4,1306267,1311675,gene-YDR420W,HKR1,Gene,HKR1,protein_coding,YDR420W
Chr4,1312040,1314892,gene-YDR421W,ARO80,Gene,ARO80,protein_coding,YDR421W
Chr4,1315326,1317773,gene-YDR422C,SIP1,Gene,SIP1,protein_coding,YDR422C
Chr4,1318046,1319275,gene-YDR423C,CAD1,Gene,CAD1,protein_coding,YDR423C
Chr4,1319387,1319841,gene-YDR424C,DYN2,Gene,DYN2,protein_coding,YDR424C
Chr4,1320064,1321941,gene-YDR425W,SNX41,Gene,SNX41,protein_coding,YDR425W
Chr4,1322205,1323386,gene-YDR427W,RPN9,Gene,RPN9,protein_coding,YDR427W
Chr4,1323454,1324239,gene-YDR428C,BNA7,Gene,BNA7,protein_coding,YDR428C
Chr4,1324477,1325301,gene-YDR429C,TIF35,Gene,TIF35,protein_coding,YDR429C
Chr4,1325501,1328470,gene-YDR430C,CYM1,Gene,CYM1,protein_coding,YDR430C
Chr4,1328783,1330027,gene-YDR432W,NPL3,Gene,NPL3,protein_coding,YDR432W
Chr4,1331237,1332841,gene-YDR434W,GPI17,Gene,GPI17,protein_coding,YDR434W
Chr4,1332983,1333969,gene-YDR435C,PPM1,Gene,PPM1,protein_coding,YDR435C
Chr4,1334821,1336953,gene-YDR436W,PPZ2,Gene,PPZ2,protein_coding,YDR436W
Chr4,1337352,1337774,gene-YDR437W,GPI19,Gene,GPI19,protein_coding,YDR437W
Chr4,1338274,1339386,gene-YDR438W,THI74,Gene,THI74,protein_coding,YDR438W
Chr4,1339676,1340719,gene-YDR439W,LRS4,Gene,LRS4,protein_coding,YDR439W
Chr4,1342493,1344241,gene-YDR440W,DOT1,Gene,DOT1,protein_coding,YDR440W
Chr4,1344517,1345062,gene-YDR441C,APT2,Gene,APT2,protein_coding,YDR441C
Chr4,1345676,1349938,gene-YDR443C,SSN2,Gene,SSN2,protein_coding,YDR443C
Chr4,1350290,1352353,gene-YDR444W,YDR444W,Gene, ,protein_coding,YDR444W
Chr4,1352466,1352538,gene-YNCD0029C,YNCD0029C,Gene, ,tRNA,YNCD0029C
Chr4,1353725,1354633,gene-YDR446W,ECM11,Gene,ECM11,protein_coding,YDR446W
Chr4,1354829,1355553,gene-YDR447C,RPS17B,Gene,RPS17B,protein_coding,YDR447C
Chr4,1356065,1357369,gene-YDR448W,ADA2,Gene,ADA2,protein_coding,YDR448W
Chr4,1357580,1358902,gene-YDR449C,UTP6,Gene,UTP6,protein_coding,YDR449C
Chr4,1359923,1360798,gene-YDR450W,RPS18A,Gene,RPS18A,protein_coding,YDR450W
Chr4,1361120,1362181,gene-YDR451C,YHP1,Gene,YHP1,protein_coding,YDR451C
Chr4,1362878,1364902,gene-YDR452W,PPN1,Gene,PPN1,protein_coding,YDR452W
Chr4,1365072,1365662,gene-YDR453C,TSA2,Gene,TSA2,protein_coding,YDR453C
Chr4,1366264,1366827,gene-YDR454C,GUK1,Gene,GUK1,protein_coding,YDR454C
Chr4,1367485,1369386,gene-YDR456W,NHX1,Gene,NHX1,protein_coding,YDR456W
Chr4,1369790,1379596,gene-YDR457W,TOM1,Gene,TOM1,protein_coding,YDR457W
Chr4,1380055,1382046,gene-YDR458C,HEH2,Gene,HEH2,protein_coding,YDR458C
Chr4,1382319,1383443,gene-YDR459C,PFA5,Gene,PFA5,protein_coding,YDR459C
Chr4,1383811,1384776,gene-YDR460W,TFB3,Gene,TFB3,protein_coding,YDR460W
Chr4,1385176,1385286,gene-YDR461W,MFA1,Gene,MFA1,protein_coding,YDR461W
Chr4,1385524,1385766,gene-YDR461C-A,CMI8,Gene,CMI8,protein_coding,YDR461C-A
Chr4,1386073,1386516,gene-YDR462W,MRPL28,Gene,MRPL28,protein_coding,YDR462W
Chr4,1386816,1388375,gene-YDR463W,STP1,Gene,STP1,protein_coding,YDR463W
Chr4,1388872,1393179,gene-YDR464W,SPP41,Gene,SPP41,protein_coding,YDR464W
Chr4,1393336,1394574,gene-YDR465C,RMT2,Gene,RMT2,protein_coding,YDR465C
Chr4,1395121,1397817,gene-YDR466W,PKH3,Gene,PKH3,protein_coding,YDR466W
Chr4,1398026,1398700,gene-YDR468C,TLG1,Gene,TLG1,protein_coding,YDR468C
Chr4,1399015,1399542,gene-YDR469W,SDC1,Gene,SDC1,protein_coding,YDR469W
Chr4,1399706,1401214,gene-YDR470C,UGO1,Gene,UGO1,protein_coding,YDR470C
Chr4,1401770,1402564,gene-YDR471W,RPL27B,Gene,RPL27B,protein_coding,YDR471W
Chr4,1402919,1403042,gene-YNCD0030W,SNR13,Gene,SNR13,snoRNA,YNCD0030W
Chr4,1403322,1404173,gene-YDR472W,TRS31,Gene,TRS31,protein_coding,YDR472W
Chr4,1404445,1405854,gene-YDR473C,PRP3,Gene,PRP3,protein_coding,YDR473C
Chr4,1407464,1410094,gene-YDR475C,JIP4,Gene,JIP4,protein_coding,YDR475C
Chr4,1410453,1411127,gene-YDR476C,YDR476C,Gene, ,protein_coding,YDR476C
Chr4,1412373,1414274,gene-YDR477W,SNF1,Gene,SNF1,protein_coding,YDR477W
Chr4,1414575,1415171,gene-YDR478W,SNM1,Gene,SNM1,protein_coding,YDR478W
Chr4,1415210,1416874,gene-YDR479C,PEX29,Gene,PEX29,protein_coding,YDR479C
Chr4,1417399,1418370,gene-YDR480W,DIG2,Gene,DIG2,protein_coding,YDR480W
Chr4,1418550,1420250,gene-YDR481C,PHO8,Gene,PHO8,protein_coding,YDR481C
Chr4,1420431,1420838,gene-YDR482C,CWC21,Gene,CWC21,protein_coding,YDR482C
Chr4,1421157,1422485,gene-YDR483W,KRE2,Gene,KRE2,protein_coding,YDR483W
Chr4,1422763,1424688,gene-YDR484W,VPS52,Gene,VPS52,protein_coding,YDR484W
Chr4,1424820,1427207,gene-YDR485C,VPS72,Gene,VPS72,protein_coding,YDR485C
Chr4,1427431,1428120,gene-YDR486C,VPS60,Gene,VPS60,protein_coding,YDR486C
Chr4,1428354,1428980,gene-YDR487C,RIB3,Gene,RIB3,protein_coding,YDR487C
Chr4,1429188,1430789,gene-YDR488C,PAC11,Gene,PAC11,protein_coding,YDR488C
Chr4,1431012,1431896,gene-YDR489W,SLD5,Gene,SLD5,protein_coding,YDR489W
Chr4,1431968,1434268,gene-YDR490C,PKH1,Gene,PKH1,protein_coding,YDR490C
Chr4,1434924,1435874,gene-YDR492W,IZH1,Gene,IZH1,protein_coding,YDR492W
Chr4,1436217,1436588,gene-YDR493W,MZM1,Gene,MZM1,protein_coding,YDR493W
Chr4,1436930,1438015,gene-YDR494W,RSM28,Gene,RSM28,protein_coding,YDR494W
Chr4,1438115,1441150,gene-YDR495C,VPS3,Gene,VPS3,protein_coding,YDR495C
Chr4,1441433,1443403,gene-YDR496C,PUF6,Gene,PUF6,protein_coding,YDR496C
Chr4,1443713,1445467,gene-YDR497C,ITR1,Gene,ITR1,protein_coding,YDR497C
Chr4,1445843,1446994,gene-YDR498C,SEC20,Gene,SEC20,protein_coding,YDR498C
Chr4,1447830,1450073,gene-YDR499W,LCD1,Gene,LCD1,protein_coding,YDR499W
Chr4,1450198,1450853,gene-YDR500C,RPL37B,Gene,RPL37B,protein_coding,YDR500C
Chr4,1451353,1452918,gene-YDR501W,PLM2,Gene,PLM2,protein_coding,YDR501W
Chr4,1453310,1454464,gene-YDR502C,SAM2,Gene,SAM2,protein_coding,YDR502C
Chr4,1455042,1455866,gene-YDR503C,LPP1,Gene,LPP1,protein_coding,YDR503C
Chr4,1456311,1456694,gene-YDR504C,SPG3,Gene,SPG3,protein_coding,YDR504C
Chr4,1456695,1459220,gene-YDR505C,PSP1,Gene,PSP1,protein_coding,YDR505C
Chr4,1459728,1461554,gene-YDR506C,GMC1,Gene,GMC1,protein_coding,YDR506C
Chr4,1461715,1461829,gene-YNCD0031C,YNCD0031C,Gene, ,tRNA,YNCD0031C
Chr4,1462358,1465786,gene-YDR507C,GIN4,Gene,GIN4,protein_coding,YDR507C
Chr4,1466453,1468444,gene-YDR508C,GNP1,Gene,GNP1,protein_coding,YDR508C
Chr4,1469400,1469705,gene-YDR510W,SMT3,Gene,SMT3,protein_coding,YDR510W
Chr4,1470017,1470418,gene-YDR511W,SDH7,Gene,SDH7,protein_coding,YDR511W
Chr4,1470500,1471063,gene-YDR512C,EMI1,Gene,EMI1,protein_coding,YDR512C
Chr4,1471017,1471448,gene-YDR513W,GRX2,Gene,GRX2,protein_coding,YDR513W
Chr4,1471548,1472999,gene-YDR514C,YDR514C,Gene, ,protein_coding,YDR514C
Chr4,1473429,1474772,gene-YDR515W,SLF1,Gene,SLF1,protein_coding,YDR515W
Chr4,1474974,1476476,gene-YDR516C,EMI2,Gene,EMI2,protein_coding,YDR516C
Chr4,1477239,1478357,gene-YDR517W,GRH1,Gene,GRH1,protein_coding,YDR517W
Chr4,1478608,1480161,gene-YDR518W,EUG1,Gene,EUG1,protein_coding,YDR518W
Chr4,1480425,1480832,gene-YDR519W,FPR2,Gene,FPR2,protein_coding,YDR519W
Chr4,1481085,1483403,gene-YDR520C,URC2,Gene,URC2,protein_coding,YDR520C
Chr4,1483795,1485303,gene-YDR522C,SPS2,Gene,SPS2,protein_coding,YDR522C
Chr4,1485566,1487038,gene-YDR523C,SPS1,Gene,SPS1,protein_coding,YDR523C
Chr4,1487542,1488990,gene-YDR524C,AGE1,Gene,AGE1,protein_coding,YDR524C
Chr4,1489403,1489492,gene-YDR524W-C,YDR524W-C,Gene, ,protein_coding,YDR524W-C
Chr4,1489598,1489798,gene-YDR524C-B,YDR524C-B,Gene, ,protein_coding,YDR524C-B
Chr4,1489905,1490234,gene-YDR525W,API2,Gene,API2,protein_coding,YDR525W
Chr4,1490596,1490835,gene-YDR525W-A,SNA2,Gene,SNA2,protein_coding,YDR525W-A
Chr4,1491094,1492413,gene-YDR527W,RBA50,Gene,RBA50,protein_coding,YDR527W
Chr4,1492477,1493026,gene-YNCD0032C,SNR84,Gene,SNR84,snoRNA,YNCD0032C
Chr4,1494586,1495857,gene-YDR528W,HLR1,Gene,HLR1,protein_coding,YDR528W
Chr4,1496165,1496548,gene-YDR529C,QCR7,Gene,QCR7,protein_coding,YDR529C
Chr4,1496791,1497768,gene-YDR530C,APA2,Gene,APA2,protein_coding,YDR530C
Chr4,1498232,1499335,gene-YDR531W,CAB1,Gene,CAB1,protein_coding,YDR531W
Chr4,1499396,1500553,gene-YDR532C,KRE28,Gene,KRE28,protein_coding,YDR532C
Chr4,1501447,1502160,gene-YDR533C,HSP31,Gene,HSP31,protein_coding,YDR533C
Chr4,1503314,1504900,gene-YDR534C,FIT1,Gene,FIT1,protein_coding,YDR534C
Chr4,1508005,1509714,gene-YDR536W,STL1,Gene,STL1,protein_coding,YDR536W
Chr4,1510902,1511630,gene-YDR538W,PAD1,Gene,PAD1,protein_coding,YDR538W
Chr4,1512094,1513605,gene-YDR539W,FDC1,Gene,FDC1,protein_coding,YDR539W
Chr4,1517136,1517675,gene-YDR540C,IRC4,Gene,IRC4,protein_coding,YDR540C
Chr4,1519664,1520698,gene-YDR541C,YDR541C,Gene, ,protein_coding,YDR541C
Chr4,1523249,1523611,gene-YDR542W,PAU10,Gene,PAU10,protein_coding,YDR542W
Chr4,1526321,1531711,gene-YDR545W,YRF1-1,Gene,YRF1-1,protein_coding,YDR545W
Chromosome5: Chr5 (1-576874)
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr5,13720,14415,gene-YEL072W,RMD6,Gene,RMD6,protein_coding,YEL072W
Chr5,16355,17845,gene-YEL071W,DLD3,Gene,DLD3,protein_coding,YEL071W
Chr5,19589,21097,gene-YEL070W,DSF1,Gene,DSF1,protein_coding,YEL070W
Chr5,45020,45721,gene-YEL057C,SDD1,Gene,SDD1,protein_coding,YEL057C
Chr5,65385,66797,gene-YEL047C,FRD1,Gene,FRD1,protein_coding,YEL047C
Chr5,73771,75327,gene-YEL042W,GDA1,Gene,GDA1,protein_coding,YEL042W
Chr5,81407,82603,gene-YEL037C,RAD23,Gene,RAD23,protein_coding,YEL037C
Chr5,96858,97796,gene-YEL029C,BUD16,Gene,BUD16,protein_coding,YEL029C
Chr5,126629,128284,gene-YEL015W,EDC3,Gene,EDC3,protein_coding,YEL015W
Chr5,160550,162442,gene-YER005W,YND1,Gene,YND1,protein_coding,YER005W
Chr5,183731,184700,gene-YER014C-A,BUD25,Gene,BUD25,protein_coding,YER014C-A
Chr5,205251,206834,gene-YER025W,GCD11,Gene,GCD11,protein_coding,YER025W
Chr5,222639,223076,gene-YER035W,EDC2,Gene,EDC2,protein_coding,YER035W
Chr5,250718,251002,gene-YER048W-A,ISD11,Gene,ISD11,protein_coding,YER048W-A
Chr5,254656,256134,gene-YER051W,JHD1,Gene,JHD1,protein_coding,YER051W
Chr5,301947,302327,gene-YER071C,TDA2,Gene,TDA2,protein_coding,YER071C
Chr5,304030,305592,gene-YER073W,ALD5,Gene,ALD5,protein_coding,YER073W
Chr5,333176,335188,gene-YER088C,DOT6,Gene,DOT6,protein_coding,YER088C
Chr5,349980,351182,gene-YER095W,RAD51,Gene,RAD51,protein_coding,YER095W
Chr5,407342,409063,gene-YER124C,DSE1,Gene,DSE1,protein_coding,YER124C
Chr5,425188,430449,gene-YER132C,PMD1,Gene,PMD1,protein_coding,YER132C
Chr5,439616,440971,gene-YER136W,GDI1,Gene,GDI1,protein_coding,YER136W
Chr5,456319,457605,gene-YER143W,DDI1,Gene,DDI1,protein_coding,YER143W
Chr5,500630,502894,gene-YER162C,RAD4,Gene,RAD4,protein_coding,YER162C
Chr5,505392,509798,gene-YER164W,CHD1,Gene,CHD1,protein_coding,YER164W
